Carimbo de data/hora,Eixo temático,Título do trabalho,Resumo,Palavra-chave 1,Palavra-chave 2,Palavra-chave 3,Palavra-chave 4,Palavra-chave 5
06/07/2023 18:39:33,Eixo Temático 4 - Gestão E Políticas Educacionais no contexto das TDIC,RETRATO DA INSTITUCIONALIZAÇÃO DA EAD NA REDE EPT - 2021,"Este artigo tem como objetivo apresentar o retrato da institucionalização da EaD na Rede Federal de Educação Profissional, cuja pesquisa foi realizada em 2021 pelo Grupo de Trabalho de EaD criado pelo Conselho Nacional de Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica (Conif). Como metodologia do presente estudo, utilizou-se o procedimento técnico de levantamento, por meio de um questionário para a Rede Federal, que foi respondido por todas as 41 instituições representadas pelo Conif e mais duas Escolas Técnicas vinculadas à Universidades, totalizando 43 respondentes. Como resultado, foi observado um importante avanço na Rede no que tange o processo de institucionalização, especialmente em relação ao número de cursos a distância, de alunos, de disciplinas a distância em cursos presenciais, de campi das instituições atuando como polos, no uso diversificado de metodologias e uma significativa atuação dos núcleos gestores de EaD durante a pandemia. Como aspectos a melhorar destacam-se a necessidade de maior estruturação dos núcleos gestores de EaD, com a contratação de mais profissionais efetivos e com mais funções gratificadas, mais esforços em pesquisa e extensão nos cursos a distância e a minimização de resistências internas e externas à modalidade.

",Educação   a   Distância, Institucionalização   da   EaD,Rede   Federal   de   Educação Profissional e Tecnológica,Conif,ND
06/07/2023 18:40:05,Eixo Temático 4 - Gestão E Políticas Educacionais no contexto das TDIC,SISTEMA PÚBLICO MUNICIPAL E TDIC: A FALTA DE EQUIDADE NA EDUCAÇÃO REVELADA EM TEMPO PANDÊMICO,"Os dados educacionais no Brasil nunca foram promissores e essa realidade foi agravada pelo distanciamento dos alunos de seus ambientes escolares, causando danos ainda não mensurados pela ciência. O objeto de estudo deste trabalho é o sistema público municipal de ensino e o uso das TDIC no contexto escolar, tendo como objetivo discutir, analisar e refletir as interferências causadas pelo distanciamento escolar nos anos iniciais do ensino fundamental. O interesse por abordar essa questão partiu de experiências educacionais dos autores antes, durante e após período pandêmico, tendo como vertente as políticas educacionais. A abordagem metodológica é a teórica exploratória considerados três eixos estruturantes: aprendizagem, equidade e tecnologias digitais, que se fundamentam em autores e legislações que indicam o uso das tecnologias no processo de ensino e aprendizagem. Os resultados apontam a fragilidade do sistema público e dos alunos inseridos em virtude da escassez do uso de tecnologias, recursos e linguagens digitais; o despreparo das escolas, professores, famílias e alunos a uma nova forma de ensinar e aprender.  Os desafios enfrentados devem servir de trampolim para aprimorar as políticas educacionais e garantir o direito à aprendizagem de todos os alunos, mediados por tecnologias digitais.

",sistema público municipal;,TDIC,equidade,políticas educacionais,ND
06/07/2023 18:40:40,Eixo Temático 4 - Gestão E Políticas Educacionais no contexto das TDIC,TECNOLOGIAS DIGITAIS NA ROTINA ESCOLAR E AS DIRETRIZES DO ESTADO: ENTRE CONVERGÊNCIAS E DIVERGÊNCIAS,"Apresentamos nesse artigo uma breve linha do tempo com a trajetória das tecnologias digitais na educação e para isso consideramos nos atentar as leis, decretos, portarias, publicações oficiais, ações e programas sobre a inclusão das tecnologias digitais na rotina escolar. Desse modo, analisamos os Projetos de Leis (PL) e suas ementas, que passam a simbolizar  os olhares e narrativas do Governo Federal sobre inserir a escola na cultura digital. O procedimento adotado foi a busca simples, através do site da Câmara dos Deputados, o qual fornece para consulta as propostas legislativas. A busca se deu através de palavras-chave. Após análise dos PLs do interesse deste estudo, selecionamos 32 propostas, apresentadas entre o período de 2003 a 2019, portanto período que antecedeu a pandemia de COVID-19 no Brasil. O objetivo foi analisar se o discurso do Estado estaria em consonância ou dissonância para com a realidade escolar. Concluímos por fim, que as leis que regem a temática Tecnologia e Educação são leis sem impacto para educação, sendo ainda repetição dos velhos discursos sob novas palavras.

", Tecnologia e Educação,Legislação Educacional,Tecnologias Digitais no Ensino,ND,ND
06/07/2023 18:42:52,Eixo Temático 4 - Gestão E Políticas Educacionais no contexto das TDIC,UMA PROPOSTA SOB A ÓPTICA DA GESTÃO EDUCACIONAL PARA A SUPERAÇÃO DE LACUNAS DE APRENDIZAGEM DE INGRESSANTES NO ENSINO MÉDIO MEDIADA POR TECNOLOGIAS DIGITAIS DE INFORMAÇÃO E COMUNICAÇÃO,"A gestão educacional sempre traz inúmeros desafios, recentemente potencializados com a implantação do ensino remoto emergencial devido à pandemia da COVID 19, sendo a busca por um ensino de qualidade frequentemente prejudicada pelas lacunas de aprendizagem nas mudanças de nível de ensino, sobretudo nos conhecimentos de língua portuguesa e matemática nos ingressantes do Ensino Médio; problema este que já saiu do chão de sala de aula para chegar no nível institucional, demandando alguma ação da equipe gestora das escolas. A partir deste contexto, foi elaborada uma proposta de plano de intervenção que envolve a toda a comunidade escolar do primeiro ano do ensino médio para reforço escolar de Língua Portuguesa e Matemática, consistindo na elaboração de uma matriz SWOT a fim de verificar os pontos fortes, fracos, oportunidades e ameaças ao projeto, sendo tais informações incluídas no plano de ação a ser implementado pela comunidade escolar. O projeto proposto aparentou ser de extrema relevância e com bastante viabilidade em escolas públicas e privadas dentro de suas especificidades, ainda que questões como a exclusão digital, a falta de tempo, problemas estruturais na unidade escolar e o eventual desinteresse de professores dessas disciplinas em engajar-se no projeto, por diversas razões possam atrapalhar a realização de um trabalho de qualidade, cabendo aos gestores escolares, a coordenação de esforços para a superação desses problemas.

",Plano  de  Intervenção,Base  Nacional  Comum  Curricular  e  Parâmetros Curriculares Nacionais,Tecnologias Digitais da Informação e da Comunicação na Educação,Ensino Médio, Gestão Educacional Integrada
06/07/2023 18:43:27,Eixo Temático 4 - Gestão E Políticas Educacionais no contexto das TDIC,UTILIZAÇÃO DAS TECNOLOGIAS DIGITAIS POR PROFESSORES NO PÓS-PANDEMIA: EXPERIÊNCIA DE UMA REDE DE ENSINO MUNICIPAL,"A pandemia que se estabeleceu ao redor do mundo em 2020 pelo novo coronavírus (COVID-19) ocasionou algumas mudanças nas formas de ensinar em muitas instituições, provocando uma ruptura nos profissionais da educação com o meio tradicional de lecionar, impulsionando a apropriação da cultural digital. Apesar das dificuldades encontradas entre os docentes, foi perceptível o avanço frente ao uso de instrumentos pedagógicos digitais, bem como a formação de redes de colaboração, entre profissionais e instituições de ensino. Como resultado desse movimento provocado pela implantação do Ensino Remoto Emergencial (ERE), o presente trabalho apresenta uma análise da situação e uma solução pensada por uma rede de ensino municipal do interior do Paraná, para continuidade do uso das tecnologias de comunicação e informação na educação.

", Ensino Remoto Emergencial,Retorno presencial,Tecnologias Digitais,ND,ND
07/07/2023 13:30:45,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",ABORDAGEM TEÓRICA E CRÍTICA EM EDUCAÇÃO E TECNOLOGIA: UMA REVISÃO NARRATIVA EM DESENVOLVIMENTO,"As relações entre Educação e Tecnologia têm impulsionado debates em diversos campos do conhecimento científico e, também, entre os múltiplos atores sociais envolvidos. A literatura já propõe discussões críticas acerca da tecnologia educacional, abarcando seus entrelaces sociais, riscos e benefícios. Nesse sentido, este trabalho se configura como uma revisão narrativa que busca identificar e examinar os principais referenciais teóricos de trabalhos que desenvolvem uma abordagem crítica das relações entre a Educação e Tecnologia. O texto está organizado em dois grandes segmentos: as dimensões que compõem a tecnologia (artefatos e dispositivos, atividades e práticas, contexto) e as nuances do determinismo tecnológico presentes na educação. A análise preliminar dos dados apontou o destaque para os trabalhos de Neil Selwyn. Suas análises críticas têm sido utilizadas como referenciais para diversos estudiosos das áreas da Educação e da Sociologia Digital. Assim, conclui-se como imprescindível estudar as relações entre Educação e Tecnologia de forma integral, associando seus aspectos técnicos e humanos. Isto é, propõe-se a adoção de uma perspectiva relacional da tecnologia educacional, racionalizando-a, desmitificando-a e refutando-a quando necessário.

",Educação,Tecnologia, Pensamento crítico,Revisão narrativa,Neil Selwyn
07/07/2023 13:31:19,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",AÇÕES MEDIADORAS DE DESENVOLVIMENTO DO PENSAMENTO TEÓRICO EM UMA FORMAÇÃO CONTINUADA REMOTA E SÍNCRONA DE PROFESSORES DO ENSINO FUNDAMENTAL I,"O presente artigo é um recorte de uma dissertação de mestrado desenvolvida no âmbito do Programa de Pós-Graduação em Educação da Universidade Federal de São Paulo. Tal recorte analisará uma situação desencadeadora de aprendizagem (SDA) em uma formação continuada de professores que foi organizada em um contexto de uso de tecnologias de informação e comunicação (TICs) e de jogos digitais cujo conteúdo teórico ancora-se à álgebra nos anos iniciais. À vista dessa análise, adotou-se o método materialista-dialético e proposições da teoria Histórico-Cultural a fim de investigar as ações mediadoras que possibilitaram o surgimento de indícios de superação do pensamento empírico pelo do tipo teórico. Os resultados apontam que os procedimentos técnicos de comunicação/voz e de registro de símbolos pelo caderno digital, associados ao trabalho coletivo de professores com a mediação intencional do formador criaram condições que indicam um desenvolvimento do pensamento teórico mediado por nexos conceituais pertencentes à álgebra nos anos iniciais.

",Álgebra nos anos iniciais,Formação continuada de professores;,TICs,ND,ND
07/07/2023 13:31:51,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",A FORMAÇÃO INICIAL DO PROFESSOR DE FÍSICA E O USO DAS TECNOLOGIAS EDUCACIONAIS: O QUE APONTAM OS TRABALHOS PUBLICADOS NOS EVENTOS DA ÁREA,"Em um novo contexto social frente aos avanços tecnológicos e a situação pós-pandêmica, há a necessidade de rever o papel da tecnologia no âmbito educacional, bem como identificar como a formação inicial do professor o prepara para lidar com tais avanços em sua prática profissional. Nesse sentido, esse trabalho investigou as publicações com os temas formação de professores e tecnologias educacionais no Encontro Nacional em Ensino de Física (EPEF), Simpósio Nacional em Ensino de Física (SNEF) e o Encontro Nacional de Pesquisa em Educação (ENPEC) no período de 2011 a 2020. A partir da coleta e seleção dos trabalhos, foi possível categorizá-los como propõem Bogdan e Biklen (2013), sendo classificados de acordo com quatro categorias: Documental; Percepção do licenciando; Prática e Intervenção. Em relação à região geográfica de publicação, destacam-se significativamente as regiões Sul e Sudeste, seguidas das regiões Norte e Centro-Oeste com quantitativo inferior de trabalhos publicados. Quanto às categorias das pesquisas, a que mais teve publicações foi a Intervenção, em que utilizaram tecnologias no processo de aprendizagem do licenciando em física.
",Formação inicial de professores, ensino de física, tecnologiaseducacionais,ND,ND
07/07/2023 13:33:15,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC","AVALIAÇÃO FORMATIVA NA EDUCAÇÃO A DISTÂNCIA: UM MODELO CONCEITUAL BASEADO NO TRIPÉ FEEDBACK, REGULAÇÃO E AUTOREGULAÇÃO","A avaliação da aprendizagem é um tema que gera inquietação, principalmente quando parecem persistir concepções, geradoras de classificação e exclusão, quando o desejável é que propicie superações e aprendizagem. Na educação a distância isso não poderia ser diferente. Este modelo foi concebido a partir de uma pesquisa-ação aplicada, utilizando abordagens qualitativas realizadas junto à equipe multidisciplinar de um curso de pós-graduação a distância em uma instituição pública de ensino. Para a coleta de dados, foram aplicados questionários e realizadas entrevistas com a equipe do curso, além de atas de reuniões, mapas de atividades e observações em salas de aula virtuais, as quais também serviram de fontes para o levantamento dos dados. Após análise dos dados, com o apoio de um grupo focal foi construído e validado, de forma coletiva, o modelo conceitual de avaliação formativa para apoio a cursos a distância.

",Avaliação Formativa,Feedback,Regulação,Autorregulação,Educação a Distância
07/07/2023 13:33:54,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",CARACTERIZAÇÃO DE PESQUISAS SOBRE ENSINO REMOTO DURANTE A PANDEMIA DE COVID 19: DESAFIOS E POSSIBILIDADES DOCENTES PARA O ENSINO DE FÍSICA,"Este artigo apresenta e discute resultados de uma pesquisa de revisão de literatura em periódicos nacionais, de acesso gratuito, classificados em Qualis A1 e A2, acerca do Ensino de Física durante a pandemia de COVID-19, com objetivo de suscitar reflexões sobre impactos e desafios no processo de ensino-aprendizagem dos conceitos Físicos na Educação Básica no ensino remoto. O trabalho é parte de um estudo mais amplo, que visa estudar os desafios dos docentes durante o ensino remoto
emergencial. Essa pesquisa tem caráter qualitativo, com um embasamento bibliográfico e de cunho descritivo. O contexto da pandemia mobilizou pesquisadores do campo da educação em ciências tanto em direção à preocupação com o ensino remoto, alternativas didáticas e possibilidades de discussão sobre o tema da pandemia em aula, como também acerca de questões mais amplas relacionadas com um contexto que já vinha sendo, pouco a pouco, evidenciado, de desprestígio do conhecimento científico, abalo de credibilidade das ciências, que teve no contexto da pandemia um grande impulso, revelado na aceleração na propagação de fakenews e até mesmo nas medidas e decisões para enfrentamento da pandemia.", Ensino de Física/Ciências,Ensino Remoto,Pandemia,Tecnologias,ND
07/07/2023 13:34:40,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",CONTRIBUIÇÕES DAS METODOLOGIAS ATIVAS PARA O ENSINO SUPERIOR: REVISITANDO A SALA DE AULA INVERTIDA E APRENDIZAGEM COLABORATIVA POR PROJETOS,"Este texto possui como objetivo compreender de que forma as metodologias ativas podem contribuir para o ensino na Educa çã o Superior, partindo do contexto de que estamos imersos em uma cultura digital. A pandemia nos possibilitou vivenciar a inserção das tecnologias digitais da informação e comunicação na Educação de forma significativa, colaborativa, ativa e participativa. Um choque com o modelo que tínhamos até então, em que a tecnologia não fazia parte da ação pedagógica. Assim, pensar na Educação Superior enfatizando abordagens cooperativas e colaborativas, tais como a sala de aula invertida e a aprendizagem colaborativa por projetos, é um desafio, tendo em vista a proposição de (pensar as práticas pedagógicas para um ensino que está caminhando para o hibridismo. Desta forma, para cumprir o objetivo proposto, o procedimento metodológico adotado é uma pesquisa bibliográfica com abordagem qualitativa. Concluímos que o ensino híbrido possibilita a reflexão sobre o processo educativo, de forma que a educação possa ser on line ou off line, onde todos os alunos possam estar conectados fisicamente e digitalmente a todo momento.

",Processo de ensino e aprendizagem,Cultura Digital,Educação Superior,Tecnologia,ND
07/07/2023 13:35:52,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",EDUCAÇÃO CONECTADA E INOVAÇÃO MEDIADA POR TECNOLOGIAS EDUCACIONAIS,"Documentos da legislação vigente como o Plano Nacional da Educação, a Política de Inovação Educação Conectada, a Base Nacional Comum Curricular (BNCC), entre outros, explicitam diretrizes e metas para ampliar a educação mediada por tecnologias na Educação Básica. Assim, o objetivo é analisar em que medida as políticas e instituições têm criado condições para a implementação de práticas pedagógicas que contribuam para a inovação científico-tecnológica e, consequentemente, para o bem-estar e benefício social gerados pelos modelos de ensino-aprendizagem remotos e/ou híbridos. A pesquisa e produção teórica respalda-se na necessidade de construção de resultados analíticos e princípios científicos para compreender o efetivo alcance das ações em curso. Os ciclos iterativos do Design Based Research (DBR) alimentam análise documental da legislação, projetos/programas de formação em curso e das práticas pedagógicas. Vislumbra-se sistematizar e ampliar o debate e a inserção social ao fomentar estudos em torno de repositórios públicos e materiais abertos; ampliar soluções para a (co)autoria e curadoria de materiais didáticos inovadores; redesign dos programas de formação de professores da rede pública de educação básica; produzir indicadores avaliativos a respeito dos impactos das políticas públicas e institucionais visando consolidar a educação conectada

",tecnologia educacional,inovação educacional,políticas públicas,educação básica,ND
07/07/2023 13:36:25,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC","EDUCAÇÃO E TECNOLOGIAS COM INTERDISCIPLINARIDADE, MULTIDISCIPLINARIDADE, TRANSDISCIPLINARIDADE E A TRANSVERSALIDADE EM AÇÃO","A complexidade do movimento contrário e até paradoxal entre junção e separação do conhecimento leva a pensar uma educação capaz de superar a especialização em vista da resolução de problemas reais e compreensão mais completa do real. Essa junção, ocorrendo de diversas formas, fez surgir termos novos sobre as tecnologias pedagógicas associadas à tentativa de encontro das disciplinas. O objetivo deste texto será discutir os conceitos de interdisciplinaridade, multidisciplinaridade, transdisciplinaridade e transversalidade na educação básica, a partir de breves relatos de experiências em diferentes escolas e níveis que procuram a superação disciplinar. Os procedimentos metodológicos
foram primeiramente a coleta de dados por meio do relato de experiências de educadores do ensino básico público e privado; e, em seguida, a discussão em grupo para classificação dessas experiências em conformidade com as diferentes formas de integrar disciplinas. Os resultados apontaram que todas as ações contiveram a transversalidade, mas não a extrapolaram e nem ultrapassaram os limites do conhecimento disciplinar, não podendo ser consideradas transdisciplinares. A única experiência mais próxima da transdisciplinaridade (semelhante à escola da Ponte em Portugal) foi suspensa pela dificuldade de implementação e manutenção.",transdisciplinaridade,interdisciplinaridade,multidisciplinaridade,transversalidade,ensino básico
07/07/2023 13:37:05,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",EDUCAÇÃO HÍBRIDA: DESAFIOS E EXPERIÊNCIA EM UMA INSTITUIÇÃO DE ENSINO SUPERIOR,"O isolamento social nos últimos dois anos, imposto pela pandemia da Covid-19, impossibilitou a realização das aulas presenciais e evidenciou o ensino online como uma alternativa para não interromper o processo de ensino-aprendizagem. Foi preciso flexibilizar as abordagens e metodologias utilizadas, o que contribuiu para transformar o processo de ensino-aprendizagem, que já não se sustenta no modelo tradicional. Neste sentido, o ensino híbrido tem sido adotado como uma solução que une as vantagens do ensino presencial e do ensino online. Assim, o objetivo deste trabalho foi propor um modelo de ensino híbrido (EH) que pudesse ser configurado para melhorar a aprendizagem na instituição estudada. Para isso realizaram-se pesquisa bibliográfica, estudo da legislação vigente e dos modelos utilizados em instituições dentro e fora do Brasil, levantamento da estrutura física e tecnológica da instituição em estudo. Com base nessas experiências, o modelo de EH foi desenvolvido para facilitar o processo de ensino-aprendizagem, motivar os alunos e otimizar o tempo gasto pelos professores na preparação das aulas e avaliação das atividades. As metodologias ativas e as tecnologias digitais têm sido fundamentais para que o EH possa ser realidade em todos os cursos da referida instituição. Há, no momento, dois cursos em implantação desde 2021, utilizando o modelo de EH. Espera-se, a partir deles, melhorar o modelo e promover sua implantação nos demais cursos.

",ensino híbrido,metodologias ativas,tecnologias digitais,ensino-aprendizagem,ND
07/07/2023 13:37:46,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",EDUCAÇÃO HÍBRIDA: APENAS UMA TRANSIÇÃO DO ENSINO REMOTO PARA O ENSINO PRESENCIAL?,"Durante esse período pós Pandemia da Covid-19, a Educação Híbrida (EH) tem sido assunto em destaque nas áreas educacionais, principalmente na transição da Educação Remota Emergencial (ERE) para o retorno das atividades presenciais nas redes de ensino. Este trabalho objetiva explorar os artigos publicados na Seção Dossiê Ensino Remoto Emergencial, da Revista de Educação à Distância Em Rede, vol. 8, de jul./2021. Como metodologia, a revisão bibliográfica foi baseada nestes trabalhos analisados. O suporte teórico se alicerça em autores como LIB NEO (2011), MALLMANN, MAZZARDO, SCHNEIDER (2013), MORAN (2017), entre outros. Este estudo foi utilizado para um seminário do Grupo de Estudos e Pesquisas em Tecnologias Educacionais em Rede (GEPETER) da Universidade Federal de Santa Maria. O seminário foi organizado em quatro encontros virtuais e ao final desse processo, o grupo elaborou uma nuvem de palavras através da ferramenta online EduPulses. A importância de conhecer e compartilhar experiências relacionadas à ERE deve ser considerada, visto que o período pandêmico é atípico. As realidades materiais de cada instituição de ensino conduzem a necessidade de discussões significativas que efetivem as políticas públicas sobre o assunto. Portanto, este estudo e reflexões baseadas nos relatos e experiências, contribuem com estratégias que fortalecem o processo ensino-aprendizagem, aliadas à integração de recursos tecnológicos.

",Pandemia,Educação Híbrida,Educação Remota,Tecnologias na Educação,ND
07/07/2023 13:38:28,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",EDUCAÇÃO HÍBRIDA COMO TENDÊNCIA HISTÓRICA: ANÁLISE DAS REALIDADES BRASILEIRA E PORTUGUESA,"O objetivo principal deste artigo é apresentar a educação híbrida como tendência histórica no Brasil e em Portugal. A análise parte de duas pesquisas centrais, sendo elas: a tese de doutorado do primeiro autor que versa sobre o processo de institucionalização da Educação a Distância (EaD) nas universidades (estaduais e federais) públicas brasileiras; e o período de doutorado sanduíche realizado também pelo primeiro autor no âmbito da Universidade Aberta de Portugal (UAb), especificamente na delegação da cidade do Porto. Reunindo os dados empíricos coletados em campo e as reflexões oriundas de nossas experiências anteriores, propomos a educação híbrida como tendência histórica nos dois países analisados. Nossa contribuição para um tema que já vem sendo discutido por outros autores diz respeito sobretudo ao uso da dialética enquanto instrumento conceitual para a análise do fenômeno. Diante disso, como principal resultado defendemos que as condições histórico-sociais, juntamente com o movimento de maior compreensão dos sujeitos em face do que os circunda, tende a culminar em cenários mais híbridos nos quais se atinja a superação das dicotomias ainda persistentes entre EaD e educação presencial.

",Educação híbrida,Educação a distância,Brasil,Portugal,ND
07/07/2023 13:39:06,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",ENSINO HÍBRIDO: UMA ANÁLISE DE ARTIGOS PRODUZIDOS NO PERÍODO DE 2019-2021,"Este trabalho apresenta uma revisão sistemática de artigos produzidos acerca do ensino híbrido, consultados no Portal de Periódicos da CAPES, em periódicos revisados por pares, no período de 2019-2021. Ainda que não se baseie em uma revisão exaustiva sobre a temática, o trabalho tem por objetivo mapear discussões recentes sobre o tema, com foco no cenário atual e nas compreensões acerca do assunto, bem como uma síntese dos estudos encontrados no período analisado.
Caracteriza o ensino híbrido como uma abordagem pedagógica que combina espaços, tempos, atividades presenciais e atividades mediadas pelas tecnologias digitais e que tem sido apontada como uma tendência importante nos últimos anos. A partir da pesquisa realizada, busca mapear discussões, reflexões e experiências recentes acerca do ensino híbrido, verificando no contexto das produções analisadas a preocupação com as suas definições, com a compreensão dos processos de
aprendizagem no ensino híbrido, nas suas possibilidades de trabalho, recursos disponíveis, metodologias, avaliação, no papel docente nessa modalidade, bem como relatos de experiência com o ensino híbrido na educação básica e superior.", Ensino híbrido,Metodologias,Tecnologias,ND,ND
07/07/2023 13:42:16,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",FORMAÇÃO DE PROFESSORES E TECNOLOGIAS DIGITAIS DE INFORMAÇÃO E COMUNICAÇÃO: MEDIÇÕES DE CAPITAL CIENTÍFICO NA HIERARQUIA SOCIAL DOS OBJETOS,"Esta investigação teve como objetivo fazer análises de uma rede formada por objetos de pesquisa sobre Educação e Tecnologias Digitais com intuito de mensurar o capital científico do termo Formação de Professores dentro desta mesma rede. Usando dados coletados pelo Grupo ***, formou-se uma base com metadados de mais de 6.000 teses defendidas no Brasil entre 1996 e 2016. Dentre elas, fez-se um recorte das que se debruçaram sobre a relação entre Educação e Tecnologias Digitais e, posteriormente, mais um recorte dentre estas que também investigaram a formação de professores. Usou-se como critério de análise os conceitos desenvolvidos por Pierre Bourdieu para a sociologia da ciência como capital científico e principalmente a Hierarquia Social dos Objetos. Os procedimentos metodológicos para a mensuração fazem parte da metodologia de análise de redes como graus de centralidade, grau ponderado e densidade da rede. Os objetos que compõem esta rede são as palavras-chave das teses. Os resultados mostram uma concentração de capital científico como observado em outros segmentos da rede. A Formação de Professores se mostra vinculada à modalidade EaD e termos relativos a ela como Tutoria Virtual.
",Sociologia da Ciência,Cientometria,Educação,Formação de Professores,Tecnologias Digitais
07/07/2023 13:43:09,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",FORMAÇÃO DOCENTE NA MODALIDADE EDUCAÇÃO A DISTÂNCIA (EAD): MOTIVAÇÕES E DIFICULDADES,"Este trabalho refere-se a uma pesquisa de doutorado em andamento iniciada em 20192, cujo objetivo é identificar as motivações que levaram os docentes a cursarem licenciatura a distância, bem como as dificuldades encontradas durante o curso. A pesquisa está sendo realizada com docentes do Ensino Fundamental de uma rede de ensino de um município localizado na região do Vale do Paraíba no Estado de São Paulo. Participaram da pesquisa 16 docentes que cursaram licenciatura na modalidade a distância, como primeira ou segunda graduação. Trata-se de uma pesquisa exploratória e descritiva, quanti-qualitativa. Para a coleta de dados foi utilizado um questionário com questões abertas e fechadas em dois campos – perfil sociodemográfico e questões relativas ao curso de licenciatura a distância. A pesquisa será fundamentada à luz de teóricos como: Nóvoa (1991) e Silva (2009), entre outros. A partir de uma análise preliminar dos dados obtidos no questionário, os resultados indicaram que os docentes buscaram os cursos de licenciatura a distância para se profissionalizarem e pela busca de empregabilidade. E os principais desafios encontrados durante o curso foram a comunicação com o tutor online, como também ausência e demora no feedback.

",Identidade docente,Formação docente, licenciatura  em  Educação  a Distância,ND,ND
07/07/2023 13:44:19,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC",INCIDÊNCIA DA UTILIZAÇÃO DAS TECNOLOGIAS NA EDUCAÇÃO QUÍMICA: DISCUSSÕES COM BASE NOS ANAIS DO ENEQ (2014-2020),"As Tecnologias Digitais de Informação e Comunicação (TDICs) possuem um papel crucial no cenário educativo, visto que podem permitir a utilização de uma vasta gama de alternativas de estratégias de aprendizagem dentro e fora do contexto de sala de aula. O objetivo da presente pesquisa consistiu em um levantamento dos trabalhos apresentados com a temática de Tecnologias nos anais do ENEQ nas edições de 2014-2020 e, de que forma, essas discussões abarcam as práticas pedagógicas da Educação Química. Observou-se, por meio da análise das edições, que a quantidade dos trabalhos apresentou pouca variação, o que evidenciou a necessidade de maior exploração e debate do tema em questão, aprofundando essa temática e suas interlocuções com o ensino de conceitos químicos.

",Anais do ENEQ, Educação Química,Tecnologias Digitais,ND,ND
07/07/2023 13:48:09,"Eixo Temático 5 - Pesquisa, epistemologia e produção de conhecimento em Educação e Tecnologias no contexto das TDIC","MESCLAR, COMBINAR, INOVAR: REVISÃO SISTEMÁTICA DE LITERATURA SOBRE HIBRIDIZAÇÃO NO ENSINOSUPERIORA PARTIR DE PUBLICAÇÕES INDEXADAS NA BASE DE DADOS SciELO(2017-2021)","A Pandemia de COVID-19 evidenciou que ainda não estamos preparados para a transformação digital, já que foram diversos os obstáculos enfrentados para realização do ensino remoto emergencial. Assim, este trabalho apresenta uma revisão sistemática de literatura com o objetivo de descobrir o movimento atual das pesquisas nacionais sobre hibridização do ensino e da aprendizagem no contexto do ensino superior. Para a seleção da amostra foram realizadas buscas na base de dados SciELO - Scientific Electronic Library Online, entre 20 e 22 de março de 2022, a partir dos seguintes termos: “ensino híbrido” e “blended learning”, além do uso de outros parâmetros, relatados nos procedimentos metodológicos. Notamos um significativo crescimento da produção de conhecimento, especialmentenos anos de 2020 e 2021. Além disso, mais de 77% dos trabalhos foram publicados em periódicos dos estratos maiselevados do Qualis CAPES (A1 e A2)

",ensino superior,ensino superior, blended learning, blended learning,ND
